cohort_month,region,country,advertiser_segment,campaign_objective,cohort_size,retained_day_7,retained_day_30,retained_day_90
2025-02-01,Middle East & Africa,Saudi Arabia,Enterprise,Lead Generation,31,22,19,12
2025-02-01,Middle East & Africa,Saudi Arabia,Enterprise,App Installs,31,22,14,8
2025-02-01,Middle East & Africa,Saudi Arabia,Enterprise,Catalog Sales,24,16,15,9
2025-02-01,Middle East & Africa,Saudi Arabia,Agency,Conversions,21,14,13,8
2025-02-01,Middle East & Africa,Saudi Arabia,Agency,Traffic,18,11,5,3
2025-02-01,Middle East & Africa,Saudi Arabia,Agency,Lead Generation,19,13,11,6
2025-02-01,Middle East & Africa,Saudi Arabia,Agency,App Installs,29,19,13,7
2025-02-01,Middle East & Africa,Saudi Arabia,Agency,Catalog Sales,27,19,17,11
2025-02-01,Middle East & Africa,South Africa,SMB,Conversions,12,5,5,3
2025-02-01,Middle East & Africa,South Africa,SMB,Traffic,12,5,2,1
2025-02-01,Middle East & Africa,South Africa,SMB,Lead Generation,12,5,4,2
2025-02-01,Middle East & Africa,South Africa,SMB,App Installs,12,5,3,2
2025-02-01,Middle East & Africa,South Africa,SMB,Catalog Sales,12,5,5,3
2025-02-01,Middle East & Africa,South Africa,Mid-Market,Conversions,16,9,8,5
2025-02-01,Middle East & Africa,South Africa,Mid-Market,Traffic,15,7,3,2
2025-02-01,Middle East & Africa,South Africa,Mid-Market,Lead Generation,13,7,6,4
2025-02-01,Middle East & Africa,South Africa,Mid-Market,App Installs,13,7,4,2
2025-02-01,Middle East & Africa,South Africa,Mid-Market,Catalog Sales,17,10,9,6
2025-02-01,Middle East & Africa,South Africa,Enterprise,Conversions,29,17,17,11
2025-02-01,Middle East & Africa,South Africa,Enterprise,Traffic,20,12,6,3
2025-02-01,Middle East & Africa,South Africa,Enterprise,Lead Generation,18,11,9,5
2025-02-01,Middle East & Africa,South Africa,Enterprise,App Installs,19,13,7,5
2025-02-01,Middle East & Africa,South Africa,Enterprise,Catalog Sales,26,17,14,9
2025-02-01,Middle East & Africa,South Africa,Agency,Conversions,17,10,10,6
2025-02-01,Middle East & Africa,South Africa,Agency,Traffic,17,11,5,3
2025-02-01,Middle East & Africa,South Africa,Agency,Lead Generation,15,8,7,4
2025-02-01,Middle East & Africa,South Africa,Agency,App Installs,18,11,7,4
2025-02-01,Middle East & Africa,South Africa,Agency,Catalog Sales,21,13,12,8
2025-02-01,Asia Pacific,Japan,SMB,Conversions,12,6,6,3
2025-02-01,Asia Pacific,Japan,SMB,Traffic,12,6,3,1
2025-02-01,Asia Pacific,Japan,SMB,Lead Generation,12,6,5,3
2025-02-01,Asia Pacific,Japan,SMB,App Installs,12,6,4,2
2025-02-01,Asia Pacific,Japan,SMB,Catalog Sales,13,7,6,4
2025-02-01,Asia Pacific,Japan,Mid-Market,Conversions,21,14,13,8
2025-02-01,Asia Pacific,Japan,Mid-Market,Traffic,20,14,6,3
2025-02-01,Asia Pacific,Japan,Mid-Market,Lead Generation,23,14,11,7
2025-02-01,Asia Pacific,Japan,Mid-Market,App Installs,22,13,8,5
2025-02-01,Asia Pacific,Japan,Mid-Market,Catalog Sales,17,11,9,6
2025-02-01,Asia Pacific,Japan,Enterprise,Conversions,43,34,32,20
2025-02-01,Asia Pacific,Japan,Enterprise,Traffic,29,22,11,6
2025-02-01,Asia Pacific,Japan,Enterprise,Lead Generation,42,34,26,17
2025-02-01,Asia Pacific,Japan,Enterprise,App Installs,34,27,16,9
2025-02-01,Asia Pacific,Japan,Enterprise,Catalog Sales,29,24,20,12
2025-02-01,Asia Pacific,Japan,Agency,Conversions,33,22,21,13
2025-02-01,Asia Pacific,Japan,Agency,Traffic,28,19,8,5
2025-02-01,Asia Pacific,Japan,Agency,Lead Generation,30,22,18,10
2025-02-01,Asia Pacific,Japan,Agency,App Installs,21,14,9,5
2025-02-01,Asia Pacific,Japan,Agency,Catalog Sales,29,20,17,11
2025-02-01,Asia Pacific,South Korea,SMB,Conversions,12,6,6,4
2025-02-01,Asia Pacific,South Korea,SMB,Traffic,13,7,3,2
2025-02-01,Asia Pacific,South Korea,SMB,Lead Generation,12,6,5,3
2025-02-01,Asia Pacific,South Korea,SMB,App Installs,12,6,4,2
2025-02-01,Asia Pacific,South Korea,SMB,Catalog Sales,12,6,5,3
2025-02-01,Asia Pacific,South Korea,Mid-Market,Conversions,17,10,10,6
2025-02-01,Asia Pacific,South Korea,Mid-Market,Traffic,16,9,4,2
2025-02-01,Asia Pacific,South Korea,Mid-Market,Lead Generation,16,9,7,4
2025-02-01,Asia Pacific,South Korea,Mid-Market,App Installs,19,11,7,5
2025-02-01,Asia Pacific,South Korea,Mid-Market,Catalog Sales,22,14,13,8
2025-02-01,Asia Pacific,South Korea,Enterprise,Conversions,34,24,22,12
2025-02-01,Asia Pacific,South Korea,Enterprise,Traffic,38,27,12,7
2025-02-01,Asia Pacific,South Korea,Enterprise,Lead Generation,32,24,19,12
2025-02-01,Asia Pacific,South Korea,Enterprise,App Installs,26,19,12,7
2025-02-01,Asia Pacific,South Korea,Enterprise,Catalog Sales,32,23,19,11
2025-02-01,Asia Pacific,South Korea,Agency,Conversions,22,15,15,9
2025-02-01,Asia Pacific,South Korea,Agency,Traffic,19,12,5,3
2025-02-01,Asia Pacific,South Korea,Agency,Lead Generation,27,19,17,10
2025-02-01,Asia Pacific,South Korea,Agency,App Installs,22,14,9,5
2025-02-01,Asia Pacific,South Korea,Agency,Catalog Sales,27,19,16,10
2025-02-01,Asia Pacific,Australia,SMB,Conversions,12,6,5,3
2025-02-01,Asia Pacific,Australia,SMB,Traffic,12,6,3,1
2025-02-01,Asia Pacific,Australia,SMB,Lead Generation,12,6,5,3
2025-02-01,Asia Pacific,Australia,SMB,App Installs,12,6,4,2
2025-02-01,Asia Pacific,Australia,SMB,Catalog Sales,12,6,5,3
2025-02-01,Asia Pacific,Australia,Mid-Market,Conversions,13,8,7,4
2025-02-01,Asia Pacific,Australia,Mid-Market,Traffic,19,12,6,3
2025-02-01,Asia Pacific,Australia,Mid-Market,Lead Generation,13,9,7,4
2025-02-01,Asia Pacific,Australia,Mid-Market,App Installs,12,8,5,3
2025-02-01,Asia Pacific,Australia,Mid-Market,Catalog Sales,15,9,8,5
2025-02-01,Asia Pacific,Australia,Enterprise,Conversions,20,14,12,8
2025-02-01,Asia Pacific,Australia,Enterprise,Traffic,34,28,14,8
2025-02-01,Asia Pacific,Australia,Enterprise,Lead Generation,31,25,23,14
2025-02-01,Asia Pacific,Australia,Enterprise,App Installs,23,19,12,8
2025-02-01,Asia Pacific,Australia,Enterprise,Catalog Sales,31,24,20,13
2025-02-01,Asia Pacific,Australia,Agency,Conversions,23,17,16,10
2025-02-01,Asia Pacific,Australia,Agency,Traffic,26,18,8,5
2025-02-01,Asia Pacific,Australia,Agency,Lead Generation,23,16,14,8
2025-02-01,Asia Pacific,Australia,Agency,App Installs,24,18,12,8
2025-02-01,Asia Pacific,Australia,Agency,Catalog Sales,26,18,15,10
2025-02-01,Asia Pacific,Indonesia,SMB,Conversions,14,6,6,4
2025-02-01,Asia Pacific,Indonesia,SMB,Traffic,12,6,2,1
2025-02-01,Asia Pacific,Indonesia,SMB,Lead Generation,13,6,5,3
2025-02-01,Asia Pacific,Indonesia,SMB,App Installs,18,9,5,3
2025-02-01,Asia Pacific,Indonesia,SMB,Catalog Sales,12,5,5,3
2025-02-01,Asia Pacific,Indonesia,Mid-Market,Conversions,22,11,11,7
2025-02-01,Asia Pacific,Indonesia,Mid-Market,Traffic,24,13,5,3
2025-02-01,Asia Pacific,Indonesia,Mid-Market,Lead Generation,23,13,10,7
2025-02-01,Asia Pacific,Indonesia,Mid-Market,App Installs,21,13,8,5
2025-02-01,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,24,12,10,6
2025-02-01,Asia Pacific,Indonesia,Enterprise,Conversions,30,19,19,12
2025-02-01,Asia Pacific,Indonesia,Enterprise,Traffic,42,26,12,8
2025-02-01,Asia Pacific,Indonesia,Enterprise,Lead Generation,35,24,18,11
2025-02-01,Asia Pacific,Indonesia,Enterprise,App Installs,39,25,17,10
2025-02-01,Asia Pacific,Indonesia,Enterprise,Catalog Sales,30,21,19,12
2025-02-01,Asia Pacific,Indonesia,Agency,Conversions,38,26,25,15
2025-02-01,Asia Pacific,Indonesia,Agency,Traffic,34,20,9,6
2025-02-01,Asia Pacific,Indonesia,Agency,Lead Generation,27,16,13,8
2025-02-01,Asia Pacific,Indonesia,Agency,App Installs,26,17,10,6
2025-02-01,Asia Pacific,Indonesia,Agency,Catalog Sales,29,18,15,9
2025-03-01,North America,United States,SMB,Conversions,20,10,10,6
2025-03-01,North America,United States,SMB,Traffic,23,13,6,3
2025-03-01,North America,United States,SMB,Lead Generation,15,8,7,4
2025-03-01,North America,United States,SMB,App Installs,20,11,7,4
2025-03-01,North America,United States,SMB,Catalog Sales,24,14,12,7
2025-03-01,North America,United States,Mid-Market,Conversions,31,21,18,12
2025-03-01,North America,United States,Mid-Market,Traffic,38,28,12,7
2025-03-01,North America,United States,Mid-Market,Lead Generation,36,23,21,13
2025-03-01,North America,United States,Mid-Market,App Installs,26,18,12,7
2025-03-01,North America,United States,Mid-Market,Catalog Sales,29,19,15,9
2025-03-01,North America,United States,Enterprise,Conversions,65,57,54,35
2025-03-01,North America,United States,Enterprise,Traffic,47,37,16,11
2025-03-01,North America,United States,Enterprise,Lead Generation,51,39,31,19
2025-03-01,North America,United States,Enterprise,App Installs,49,40,25,15
2025-03-01,North America,United States,Enterprise,Catalog Sales,53,40,37,21
2025-03-01,North America,United States,Agency,Conversions,46,36,32,21
2025-03-01,North America,United States,Agency,Traffic,53,40,20,13
2025-03-01,North America,United States,Agency,Lead Generation,36,26,21,13
2025-03-01,North America,United States,Agency,App Installs,38,28,17,10
2025-03-01,North America,United States,Agency,Catalog Sales,43,33,30,18
2025-03-01,North America,Canada,SMB,Conversions,13,7,6,3
2025-03-01,North America,Canada,SMB,Traffic,12,6,3,2
2025-03-01,North America,Canada,SMB,Lead Generation,12,6,5,3
2025-03-01,North America,Canada,SMB,App Installs,12,6,4,2
2025-03-01,North America,Canada,SMB,Catalog Sales,12,6,5,3
2025-03-01,North America,Canada,Mid-Market,Conversions,15,9,8,5
2025-03-01,North America,Canada,Mid-Market,Traffic,17,11,5,3
2025-03-01,North America,Canada,Mid-Market,Lead Generation,18,12,10,7
2025-03-01,North America,Canada,Mid-Market,App Installs,18,12,7,5
2025-03-01,North America,Canada,Mid-Market,Catalog Sales,18,11,10,6
2025-03-01,North America,Canada,Enterprise,Conversions,32,24,21,13
2025-03-01,North America,Canada,Enterprise,Traffic,32,23,11,7
2025-03-01,North America,Canada,Enterprise,Lead Generation,22,16,12,7
2025-03-01,North America,Canada,Enterprise,App Installs,29,21,13,8
2025-03-01,North America,Canada,Enterprise,Catalog Sales,24,20,17,10
2025-03-01,North America,Canada,Agency,Conversions,26,18,17,11
2025-03-01,North America,Canada,Agency,Traffic,25,17,7,4
2025-03-01,North America,Canada,Agency,Lead Generation,21,14,11,7
2025-03-01,North America,Canada,Agency,App Installs,19,13,8,5
2025-03-01,North America,Canada,Agency,Catalog Sales,27,19,18,11
2025-03-01,Europe,United Kingdom,SMB,Conversions,16,8,7,5
2025-03-01,Europe,United Kingdom,SMB,Traffic,15,8,3,2
2025-03-01,Europe,United Kingdom,SMB,Lead Generation,15,7,6,4
2025-03-01,Europe,United Kingdom,SMB,App Installs,12,6,4,2
2025-03-01,Europe,United Kingdom,SMB,Catalog Sales,16,8,7,4
2025-03-01,Europe,United Kingdom,Mid-Market,Conversions,23,14,12,8
2025-03-01,Europe,United Kingdom,Mid-Market,Traffic,22,14,6,3
2025-03-01,Europe,United Kingdom,Mid-Market,Lead Generation,23,15,12,8
2025-03-01,Europe,United Kingdom,Mid-Market,App Installs,20,14,8,5
2025-03-01,Europe,United Kingdom,Mid-Market,Catalog Sales,18,12,11,7
2025-03-01,Europe,United Kingdom,Enterprise,Conversions,34,28,28,18
2025-03-01,Europe,United Kingdom,Enterprise,Traffic,30,23,10,6
2025-03-01,Europe,United Kingdom,Enterprise,Lead Generation,39,32,24,15
2025-03-01,Europe,United Kingdom,Enterprise,App Installs,36,28,19,12
2025-03-01,Europe,United Kingdom,Enterprise,Catalog Sales,34,26,22,14
2025-03-01,Europe,United Kingdom,Agency,Conversions,22,17,15,10
2025-03-01,Europe,United Kingdom,Agency,Traffic,26,18,9,6
2025-03-01,Europe,United Kingdom,Agency,Lead Generation,24,18,16,9
2025-03-01,Europe,United Kingdom,Agency,App Installs,32,23,13,8
2025-03-01,Europe,United Kingdom,Agency,Catalog Sales,27,20,17,11
2025-03-01,Europe,Germany,SMB,Conversions,13,6,6,3
2025-03-01,Europe,Germany,SMB,Traffic,12,6,3,2
2025-03-01,Europe,Germany,SMB,Lead Generation,12,6,5,3
2025-03-01,Europe,Germany,SMB,App Installs,15,7,4,3
2025-03-01,Europe,Germany,SMB,Catalog Sales,14,6,6,4
2025-03-01,Europe,Germany,Mid-Market,Conversions,16,10,11,6
2025-03-01,Europe,Germany,Mid-Market,Traffic,21,13,6,3
2025-03-01,Europe,Germany,Mid-Market,Lead Generation,23,15,12,8
2025-03-01,Europe,Germany,Mid-Market,App Installs,23,15,10,6
2025-03-01,Europe,Germany,Mid-Market,Catalog Sales,20,12,11,7
2025-03-01,Europe,Germany,Enterprise,Conversions,33,24,23,14
2025-03-01,Europe,Germany,Enterprise,Traffic,31,24,11,6
2025-03-01,Europe,Germany,Enterprise,Lead Generation,37,30,23,15
2025-03-01,Europe,Germany,Enterprise,App Installs,40,30,20,11
2025-03-01,Europe,Germany,Enterprise,Catalog Sales,41,29,26,17
2025-03-01,Europe,Germany,Agency,Conversions,30,20,20,13
2025-03-01,Europe,Germany,Agency,Traffic,29,21,10,6
2025-03-01,Europe,Germany,Agency,Lead Generation,30,21,17,10
2025-03-01,Europe,Germany,Agency,App Installs,20,15,9,6
2025-03-01,Europe,Germany,Agency,Catalog Sales,22,16,13,7
2025-03-01,Europe,France,SMB,Conversions,13,6,6,3
2025-03-01,Europe,France,SMB,Traffic,12,6,2,1
2025-03-01,Europe,France,SMB,Lead Generation,12,5,4,2
2025-03-01,Europe,France,SMB,App Installs,13,6,4,2
2025-03-01,Europe,France,SMB,Catalog Sales,12,5,4,2
2025-03-01,Europe,France,Mid-Market,Conversions,16,9,8,5
2025-03-01,Europe,France,Mid-Market,Traffic,15,9,4,2
2025-03-01,Europe,France,Mid-Market,Lead Generation,14,8,6,4
2025-03-01,Europe,France,Mid-Market,App Installs,21,11,7,4
2025-03-01,Europe,France,Mid-Market,Catalog Sales,14,9,8,5
2025-03-01,Europe,France,Enterprise,Conversions,29,19,18,11
2025-03-01,Europe,France,Enterprise,Traffic,28,19,9,6
2025-03-01,Europe,France,Enterprise,Lead Generation,30,23,19,11
2025-03-01,Europe,France,Enterprise,App Installs,30,22,14,8
2025-03-01,Europe,France,Enterprise,Catalog Sales,28,21,18,11
2025-03-01,Europe,France,Agency,Conversions,21,14,13,8
2025-03-01,Europe,France,Agency,Traffic,22,15,7,4
2025-03-01,Europe,France,Agency,Lead Generation,23,15,12,7
2025-03-01,Europe,France,Agency,App Installs,20,14,8,5
2025-03-01,Europe,France,Agency,Catalog Sales,23,15,13,8
2025-03-01,Middle East & Africa,United Arab Emirates,SMB,Conversions,12,6,5,3
2025-03-01,Middle East & Africa,United Arab Emirates,SMB,Traffic,12,6,3,1
2025-03-01,Middle East & Africa,United Arab Emirates,SMB,Lead Generation,12,6,5,3
2025-03-01,Middle East & Africa,United Arab Emirates,SMB,App Installs,12,6,4,2
2025-03-01,Middle East & Africa,United Arab Emirates,SMB,Catalog Sales,12,6,6,3
2025-03-01,Middle East & Africa,United Arab Emirates,Mid-Market,Conversions,14,8,8,5
2025-03-01,Middle East & Africa,United Arab Emirates,Mid-Market,Traffic,12,8,4,2
2025-03-01,Middle East & Africa,United Arab Emirates,Mid-Market,Lead Generation,12,8,6,3
2025-03-01,Middle East & Africa,United Arab Emirates,Mid-Market,App Installs,13,8,5,3
2025-03-01,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,14,9,8,5
2025-03-01,Middle East & Africa,United Arab Emirates,Enterprise,Conversions,20,16,14,8
2025-03-01,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,33,25,11,7
2025-03-01,Middle East & Africa,United Arab Emirates,Enterprise,Lead Generation,21,15,14,8
2025-03-01,Middle East & Africa,United Arab Emirates,Enterprise,App Installs,30,23,15,9
2025-03-01,Middle East & Africa,United Arab Emirates,Enterprise,Catalog Sales,28,22,20,12
2025-03-01,Middle East & Africa,United Arab Emirates,Agency,Conversions,24,16,16,9
2025-03-01,Middle East & Africa,United Arab Emirates,Agency,Traffic,21,15,7,4
2025-03-01,Middle East & Africa,United Arab Emirates,Agency,Lead Generation,21,14,11,6
2025-03-01,Middle East & Africa,United Arab Emirates,Agency,App Installs,19,14,9,6
2025-03-01,Middle East & Africa,United Arab Emirates,Agency,Catalog Sales,19,13,11,7
2025-03-01,Middle East & Africa,Saudi Arabia,SMB,Conversions,12,6,5,3
2025-03-01,Middle East & Africa,Saudi Arabia,SMB,Traffic,12,6,3,2
2025-03-01,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,12,6,4,2
2025-03-01,Middle East & Africa,Saudi Arabia,SMB,App Installs,12,6,4,2
2025-03-01,Middle East & Africa,Saudi Arabia,SMB,Catalog Sales,12,6,5,3
2025-03-01,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,21,13,12,8
2025-03-01,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,20,12,6,4
2025-03-01,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,16,10,8,5
2025-03-01,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,21,12,7,4
2025-03-01,Middle East & Africa,Saudi Arabia,Mid-Market,Catalog Sales,15,9,8,5
2025-03-01,Middle East & Africa,Saudi Arabia,Enterprise,Conversions,23,17,16,10
2025-03-01,Middle East & Africa,Saudi Arabia,Enterprise,Traffic,31,21,10,6
2025-03-01,Middle East & Africa,Saudi Arabia,Enterprise,Lead Generation,27,20,17,9
2025-03-01,Middle East & Africa,Saudi Arabia,Enterprise,App Installs,32,24,15,9
2025-03-01,Middle East & Africa,Saudi Arabia,Enterprise,Catalog Sales,26,20,16,10
2025-03-01,Middle East & Africa,Saudi Arabia,Agency,Conversions,18,12,12,7
2025-03-01,Middle East & Africa,Saudi Arabia,Agency,Traffic,21,13,6,4
2025-03-01,Middle East & Africa,Saudi Arabia,Agency,Lead Generation,29,19,15,9
2025-03-01,Middle East & Africa,Saudi Arabia,Agency,App Installs,20,13,8,5
2025-03-01,Middle East & Africa,Saudi Arabia,Agency,Catalog Sales,19,12,10,7
2025-03-01,Middle East & Africa,South Africa,SMB,Conversions,12,5,5,3
2025-03-01,Middle East & Africa,South Africa,SMB,Traffic,12,5,2,1
2025-03-01,Middle East & Africa,South Africa,SMB,Lead Generation,12,5,4,2
2025-03-01,Middle East & Africa,South Africa,SMB,App Installs,12,5,3,2
2025-03-01,Middle East & Africa,South Africa,SMB,Catalog Sales,12,5,4,2
2025-03-01,Middle East & Africa,South Africa,Mid-Market,Conversions,15,8,7,4
2025-03-01,Middle East & Africa,South Africa,Mid-Market,Traffic,15,8,3,2
2025-03-01,Middle East & Africa,South Africa,Mid-Market,Lead Generation,14,7,5,3
2025-03-01,Middle East & Africa,South Africa,Mid-Market,App Installs,13,6,4,3
2025-03-01,Middle East & Africa,South Africa,Mid-Market,Catalog Sales,15,8,6,4
2025-03-01,Middle East & Africa,South Africa,Enterprise,Conversions,25,15,15,9
2025-03-01,Middle East & Africa,South Africa,Enterprise,Traffic,22,15,7,4
2025-03-01,Middle East & Africa,South Africa,Enterprise,Lead Generation,26,16,14,9
2025-03-01,Middle East & Africa,South Africa,Enterprise,App Installs,27,16,10,6
2025-03-01,Middle East & Africa,South Africa,Enterprise,Catalog Sales,22,15,13,8
2025-03-01,Middle East & Africa,South Africa,Agency,Conversions,15,9,8,5
2025-03-01,Middle East & Africa,South Africa,Agency,Traffic,15,8,4,2
2025-03-01,Middle East & Africa,South Africa,Agency,Lead Generation,20,12,11,6
2025-03-01,Middle East & Africa,South Africa,Agency,App Installs,21,13,8,5
2025-03-01,Middle East & Africa,South Africa,Agency,Catalog Sales,22,13,11,6
2025-03-01,Asia Pacific,Japan,SMB,Conversions,13,6,6,3
2025-03-01,Asia Pacific,Japan,SMB,Traffic,12,6,3,1
2025-03-01,Asia Pacific,Japan,SMB,Lead Generation,15,8,6,4
2025-03-01,Asia Pacific,Japan,SMB,App Installs,15,8,5,3
2025-03-01,Asia Pacific,Japan,SMB,Catalog Sales,13,6,5,3
2025-03-01,Asia Pacific,Japan,Mid-Market,Conversions,21,12,13,7
2025-03-01,Asia Pacific,Japan,Mid-Market,Traffic,22,13,6,4
2025-03-01,Asia Pacific,Japan,Mid-Market,Lead Generation,20,12,10,6
2025-03-01,Asia Pacific,Japan,Mid-Market,App Installs,21,13,9,6
2025-03-01,Asia Pacific,Japan,Mid-Market,Catalog Sales,17,11,9,6
2025-03-01,Asia Pacific,Japan,Enterprise,Conversions,41,33,30,18
2025-03-01,Asia Pacific,Japan,Enterprise,Traffic,33,26,13,8
2025-03-01,Asia Pacific,Japan,Enterprise,Lead Generation,35,26,23,14
2025-03-01,Asia Pacific,Japan,Enterprise,App Installs,26,18,12,8
2025-03-01,Asia Pacific,Japan,Enterprise,Catalog Sales,36,26,24,15
2025-03-01,Asia Pacific,Japan,Agency,Conversions,27,18,18,11
